t,input,output
2.56,-0.72787774,-0.72395414
2.57,-0.75471705,-0.7506784
2.58,-0.78034836,-0.7762009
2.59,-0.8047301,-0.8004802
2.6,-0.8278257,-0.82347983
2.6100001,-0.849598,-0.84516287
2.62,-0.8700095,-0.8654919
2.63,-0.88903016,-0.8844372
2.6399999,-0.90662766,-0.90196633
2.65,-0.92277557,-0.9180531
2.66,-0.93744683,-0.9326705
2.67,-0.9506184,-0.9457956
2.68,-0.9622692,-0.95740736
2.69,-0.9723805,-0.9674872
2.7,-0.9809363,-0.9760191
2.71,-0.9879227,-0.98298925
2.72,-0.99332875,-0.98838663
2.73,-0.99714565,-0.9922025
2.74,-0.99936736,-0.9944309
2.75,-0.9999902,-0.99506813
2.76,-0.9990133,-0.99411315
2.77,-0.9964383,-0.99156773
2.78,-0.9922692,-0.98743576
2.79,-0.98651254,-0.98172367
2.8,-0.9791778,-0.97444093
2.81,-0.97027653,-0.96559906
2.82,-0.959823,-0.9552122
2.83,-0.947834,-0.9432969
2.84,-0.93432873,-0.92987245
2.85,-0.9193287,-0.9149601
2.8600001,-0.9028575,-0.8985833
2.87,-0.88494277,-0.8807696
2.88,-0.86561143,-0.8615458
2.8899999,-0.84489626,-0.8409444
2.9,-0.82282835,-0.81899637
2.91,-0.7994447,-0.79573846
2.92,-0.77478147,-0.77120674
2.93,-0.7488793,-0.74544156
2.94,-0.7217791,-0.71848357
2.95,-0.6935256,-0.6903774
2.96,-0.6641613,-0.66116524
2.97,-0.63373375,-0.63089436
2.98,-0.6022931,-0.5996147
2.99,-0.56988883,-0.56737554
3,-0.53657293,-0.5342285
3.01,-0.5023986,-0.5002266
3.02,-0.46742055,-0.46542427
3.03,-0.43169472,-0.4298771
3.04,-0.39527828,-0.39364204
3.05,-0.35822946,-0.356777
3.06,-0.32060757,-0.31934103
3.07,-0.28247276,-0.28139392
3.08,-0.24388608,-0.24299648
3.09,-0.20490922,-0.20421007
3.1,-0.16560455,-0.16509676
3.11,-0.12603496,-0.12571916
3.12,-0.08626372,-0.0861402
3.13,-0.046354495,-0.046423245
3.14,-0.006371105,-0.0066318214
3.15,0.033623427,0.03317136
3.16,0.07356322,0.07292072
3.17,0.11338532,0.11255361
3.18,0.15302603,0.15200664
3.19,0.19242194,0.1912167
3.2,0.23151001,0.23012105
3.21,0.27022773,0.26865745
3.22,0.3085131,0.30676422
3.23,0.34630495,0.34438044
3.24,0.3835428,0.38144594
3.25,0.42016703,0.41790137
3.26,0.45611912,0.45368844
3.27,0.49134147,0.48874986
3.28,0.5257778,0.5230296
3.29,0.559373,0.55647284
3.3,0.5920734,0.589026
3.31,0.6238265,0.620637
3.32,0.65458167,0.6512553
3.33,0.68429035,0.6808327
3.34,0.71290356,0.70932025
3.35,0.740375,0.736672
3.3600001,0.76666456,0.7628479
3.37,0.7917252,0.78780127
3.38,0.81552154,0.8114967
3.3899999,0.83801156,0.83389246
3.4,0.85916203,0.85495543
3.41,0.8789374,0.87465024
3.42,0.89730674,0.892946
3.43,0.9142406,0.90981346
3.44,0.9297118,0.9252255
3.45,0.9436957,0.9391576
3.46,0.9561699,0.95158744
3.47,0.96711445,0.9624951
3.48,0.9765118,0.9718631
3.49,0.9843469,0.9796765
3.5,0.9906074,0.9859229
3.51,0.99528307,0.9905922
3.52,0.9983665,0.99367684
3.53,0.99985266,0.9951719
