t,input,output
2.84,-0.93432873,-0.93256277
2.85,-0.9193287,-0.917643
2.8600001,-0.9028575,-0.9012548
2.87,-0.88494277,-0.8834255
2.88,-0.86561143,-0.8641819
2.8899999,-0.84489626,-0.8435567
2.9,-0.82282835,-0.8215808
2.91,-0.7994447,-0.79829115
2.92,-0.77478147,-0.77372366
2.93,-0.7488793,-0.74791884
2.94,-0.7217791,-0.72091746
2.95,-0.6935256,-0.6927641
2.96,-0.6641613,-0.663501
2.97,-0.63373375,-0.63317573
2.98,-0.6022931,-0.6018381
2.99,-0.56988883,-0.5695376
3,-0.53657293,-0.5363259
3.01,-0.5023986,-0.5022561
3.02,-0.46742055,-0.46738273
3.03,-0.43169472,-0.4317616
3.04,-0.39527828,-0.39544964
3.05,-0.35822946,-0.358505
3.06,-0.32060757,-0.32098678
3.07,-0.28247276,-0.28295493
3.08,-0.24388608,-0.24447039
3.09,-0.20490922,-0.20559466
3.1,-0.16560455,-0.16638997
3.11,-0.12603496,-0.12691903
3.12,-0.08626372,-0.08724497
3.13,-0.046354495,-0.047431283
3.14,-0.006371105,-0.0075416416
3.15,0.033623427,0.032361068
3.16,0.07356322,0.0722111
3.17,0.11338532,0.111945726
3.18,0.15302603,0.1515013
3.19,0.19242194,0.19081457
3.2,0.23151001,0.22982262
3.21,0.27022773,0.2684631
3.22,0.3085131,0.30667412
3.23,0.34630495,0.3443946
3.24,0.3835428,0.3815642
3.25,0.42016703,0.4181234
3.26,0.45611912,0.4540138
3.27,0.49134147,0.48917788
3.28,0.5257778,0.52355945
3.29,0.559373,0.5571035
3.3,0.5920734,0.5897564
3.31,0.6238265,0.62146586
3.32,0.65458167,0.65218115
3.33,0.68429035,0.6818539
3.34,0.71290356,0.7104351
3.35,0.740375,0.7378785
3.3600001,0.76666456,0.7641441
3.37,0.7917252,0.78918487
3.38,0.81552154,0.8129655
3.3899999,0.83801156,0.83544385
3.4,0.85916203,0.85658693
3.41,0.8789374,0.876359
3.42,0.89730674,0.8947292
3.43,0.9142406,0.9116681
